Name,Type,Breed,Age,Color,Shelter Name,Shelter City,Shelter State,Adoption Date
Roy,Cat,Ragdoll,13,Blue,Safe Haven Animal Shelter,West Susanberg,Minnesota,06/05/24 21:29:18
Emma,Cat,Siamese,12,Gray,Hopeful Hearts Animal Shelter,Medinaville,South Carolina,06/05/24 21:39:43
Linda,Dog,Golden Retriever,15,Blue,Fur-Ever Homes Shelter,Kathyborough,Pennsylvania,06/05/24 21:40:20
Jesse,Dog,Yorkshire Terrier,2,White,Pawsitive Outcomes Rescue,Kevinfort,Utah,06/05/24 21:44:36
Richard,Dog,Golden Retriever,3,Striped,Animal Haven Rescue,Justinland,Oklahoma,06/05/24 21:51:30
Madison,Cat,Persian,15,Striped,Animal Haven Rescue,North Darleneshire,Massachusetts,06/05/24 22:00:04
Kimberly,Cat,Birman,1,Spotted,Rescue Me Animal Shelter,Lifort,Virginia,06/05/24 23:00:11
Donna,Dog,Golden Retriever,15,Striped,Second Chance Animal Shelter,Lisaland,Mississippi,06/05/24 23:13:53
Brian,Dog,Yorkshire Terrier,1,Black,Loving Paws Rescue,Carlastad,Montana,06/05/24 23:27:57
Linda,Dog,Labrador Retriever,6,White,Furever Friends Sanctuary,Timothyborough,South Dakota,06/05/24 23:28:44
John,Cat,Maine Coon,14,Black,Barks and Meows Haven,East Patriciaport,Montana,06/05/24 23:34:09
Todd,Cat,Siamese,4,Spotted,Four-Legged Friends Rescue,Lake Cheryl,Illinois,06/05/24 23:50:28
Patricia,Cat,Siamese,6,Gray,Cuddle Buddies Rescue,Jordanchester,Utah,06/06/24 00:06:18
Sharon,Cat,Ragdoll,14,Gray,Fur-Ever Homes Shelter,Delgadoberg,Texas,06/06/24 00:18:29
Laura,Cat,Maine Coon,6,Cream,Cuddle Buddies Rescue,Delacruzport,Delaware,06/06/24 00:33:45
Jennifer,Dog,Poodle,3,Black,Furry Companions Shelter,Port Erikton,Pennsylvania,06/06/24 00:51:57
Stephanie,Cat,Birman,13,Cream,Pet Haven Rescue,Whiteville,Alabama,06/06/24 01:08:48
Angela,Cat,Maine Coon,10,Red,Furry Friends Haven,Lake Christopher,Utah,06/06/24 01:13:48
Jesus,Dog,Golden Retriever,2,White,Happy Paws Rescue,Lake Joshua,Oregon,06/06/24 01:32:34
Elizabeth,Cat,Maine Coon,11,White,Loving Paws Rescue,Oliverhaven,Nebraska,06/06/24 01:59:45
Sarah,Cat,Abyssinian,1,White,Rescue Me Animal Shelter,Leahchester,Connecticut,06/06/24 02:09:58
Juan,Cat,Abyssinian,14,Striped,Loving Paws Rescue,West Linda,New York,06/06/24 02:14:30
Daniel,Cat,Oriental Shorthair,7,Gray,Paws and Claws Shelter,Pricebury,Iowa,06/06/24 02:41:01
Amy,Cat,Sphynx,13,Blue,Pet Haven Rescue,Yangshire,North Dakota,06/06/24 03:51:16
David,Cat,British Shorthair,13,Striped,Pet Haven Rescue,New Kevintown,Arizona,06/06/24 03:59:04
Michael,Dog,Golden Retriever,10,Striped,Faithful Friends Animal Shelter,Willismouth,South Dakota,06/06/24 04:08:52
Anita,Cat,Scottish Fold,3,Spotted,Furever Friends Sanctuary,Ginaland,Vermont,06/06/24 04:39:53
Roberto,Cat,Oriental Shorthair,12,Gray,Second Chance Animal Shelter,Carolynstad,Wyoming,06/06/24 05:09:12
Alan,Cat,Scottish Fold,1,Golden,Furry Companions Shelter,West Markfort,Massachusetts,06/06/24 06:02:02
Bryan,Cat,Birman,13,Black,Furry Friends Haven,New Amyport,Arizona,06/06/24 06:21:03
Carmen,Cat,Maine Coon,7,Blue,Paws and Claws Shelter,Michaelfurt,Kentucky,06/06/24 06:30:00
Antonio,Dog,Bulldog,8,Golden,Rescue Me Animal Shelter,Gabrielchester,Colorado,06/06/24 06:33:16
Nicole,Cat,Ragdoll,5,Gray,Animal Haven Rescue,Alexanderville,North Dakota,06/06/24 06:47:26
Gabriela,Cat,Oriental Shorthair,11,Spotted,Pawsitive Outcomes Rescue,West Ericmouth,New Jersey,06/06/24 07:01:32
Richard,Cat,Persian,5,White,Furever Friends Sanctuary,Davisport,New Hampshire,06/06/24 07:16:19
Carla,Dog,Boxer,11,Cream,Animal Haven Rescue,West Emily,Delaware,06/06/24 07:35:08
Amy,Dog,Labrador Retriever,14,Cream,Furry Friends Haven,New Amandahaven,Alaska,06/06/24 07:42:25
Laura,Cat,Ragdoll,1,Gray,Animal Haven Rescue,Curryview,Nevada,06/06/24 08:31:56
Robert,Cat,Oriental Shorthair,13,Striped,Furry Friends Haven,Susanton,Ohio,06/06/24 08:48:11
Amy,Dog,Yorkshire Terrier,4,White,Happy Paws Rescue,Moralesburgh,Colorado,06/06/24 08:49:40
Cassandra,Dog,Golden Retriever,14,White,Rescue Me Animal Shelter,Larrychester,Texas,06/06/24 08:56:19
Ryan,Dog,Beagle,14,Cream,Faithful Friends Animal Shelter,West Kellie,Utah,06/06/24 09:07:09
Michael,Cat,Persian,6,Red,Wagging Tails Shelter,West Laurie,Georgia,06/06/24 10:13:52
Phillip,Dog,Labrador Retriever,4,Striped,Fur-Ever Homes Shelter,East Scottfurt,Virginia,06/06/24 10:18:16
Mark,Dog,Yorkshire Terrier,2,Gray,Safe Haven Animal Shelter,Katrinamouth,Ohio,06/06/24 10:26:46
Thomas,Cat,Ragdoll,8,Blue,Loving Paws Rescue,West Toddmouth,Kentucky,06/06/24 10:29:18
Patricia,Cat,Scottish Fold,4,Striped,Furever Friends Sanctuary,Peterburgh,New Hampshire,06/06/24 11:48:52
Eric,Cat,Sphynx,9,Blue,Whiskers and Tails Sanctuary,Ryanview,Mississippi,06/06/24 12:21:54
Bryan,Cat,Birman,13,Spotted,Animal Haven Rescue,East Robin,Kentucky,06/06/24 12:29:29
Rachel,Dog,Dachshund,4,Red,Happy Paws Rescue,Ericland,Wisconsin,06/06/24 12:35:19
Raymond,Cat,Scottish Fold,1,White,Loving Paws Rescue,Lake Gregory,Arkansas,06/06/24 12:35:40
Kathryn,Dog,Bulldog,7,Blue,Animal Haven Rescue,Lake Paula,North Carolina,06/06/24 13:08:09
Jesse,Cat,British Shorthair,15,Golden,Faithful Friends Animal Shelter,Williamshire,Rhode Island,06/06/24 13:17:27
Kenneth,Dog,Poodle,8,Blue,Cuddle Buddies Rescue,Morganberg,Wyoming,06/06/24 13:24:58
Charles,Cat,Scottish Fold,14,Spotted,Faithful Friends Animal Shelter,Lake Diana,Wisconsin,06/06/24 13:52:42
John,Dog,Poodle,3,Striped,Animal Haven Rescue,Shawnbury,Vermont,06/06/24 14:19:31
William,Dog,Poodle,9,Black,Pet Haven Rescue,East Roberta,Minnesota,06/06/24 14:23:35
Kimberly,Dog,Labrador Retriever,4,Spotted,Furever Friends Sanctuary,Kimburgh,Connecticut,06/06/24 14:41:48
Melanie,Cat,Ragdoll,11,Gray,Cuddle Buddies Rescue,Monroeville,Connecticut,06/06/24 15:33:10
Christopher,Dog,Yorkshire Terrier,5,Blue,Rescue Me Animal Shelter,East Kyle,Louisiana,06/06/24 15:35:55
Samuel,Cat,Maine Coon,1,Golden,Paws and Claws Shelter,Aaronchester,Hawaii,06/06/24 16:22:19
Jacqueline,Dog,Bulldog,15,Brown,Whiskers and Tails Sanctuary,Burkeberg,Oregon,06/06/24 17:06:19
Robert,Dog,Rottweiler,13,Brown,Rescue Me Animal Shelter,Davisstad,Colorado,06/06/24 18:01:20
Katherine,Cat,Birman,1,Gray,Hopeful Hearts Animal Shelter,West Samuelburgh,Massachusetts,06/06/24 18:30:37
Jenna,Cat,Abyssinian,1,Striped,Pawsitive Outcomes Rescue,Port Thomas,Florida,06/06/24 18:37:03
Amanda,Cat,Maine Coon,7,Cream,Hopeful Hearts Animal Shelter,South Stephenmouth,Maryland,06/06/24 19:17:11
Hayley,Cat,Siamese,11,Striped,Loving Paws Rescue,Michelleport,New Hampshire,06/06/24 19:23:36
Stephen,Cat,Persian,11,Gray,Faithful Friends Animal Shelter,Grahambury,Connecticut,06/06/24 19:24:08
Lisa,Dog,Poodle,2,Spotted,Furry Companions Shelter,West Nicoleton,Delaware,06/06/24 19:49:10
Joshua,Dog,Rottweiler,3,Striped,Paws and Claws Shelter,Jacksonhaven,Delaware,06/06/24 20:24:11
Karen,Cat,Scottish Fold,11,White,Four-Legged Friends Rescue,New Robinberg,South Dakota,06/06/24 20:44:58
Kevin,Dog,Beagle,10,Gray,Furever Friends Sanctuary,North Larryfort,Pennsylvania,06/06/24 21:18:21
Martin,Cat,British Shorthair,11,Blue,Loving Paws Rescue,East Kevin,Kansas,06/06/24 21:45:13
Donna,Cat,Abyssinian,3,Gray,Hopeful Hearts Animal Shelter,Port Steven,Kansas,06/06/24 22:10:54
Jack,Dog,Poodle,1,Gray,Furever Friends Sanctuary,Floresbury,Indiana,06/06/24 22:16:36
Patrick,Dog,Beagle,7,Blue,Paws and Claws Shelter,Brianmouth,Illinois,06/06/24 22:42:18
Brian,Cat,British Shorthair,4,Blue,Safe Haven Animal Shelter,Mitchellchester,Maryland,06/06/24 22:50:43
Richard,Cat,Persian,6,Spotted,Barks and Meows Haven,East Earl,Wyoming,06/06/24 23:10:00
Melissa,Cat,Siamese,13,Black,Faithful Friends Animal Shelter,Port Lauraview,Wyoming,06/06/24 23:16:13
Jennifer,Dog,German Shepherd,10,Red,Barks and Meows Haven,Ramireztown,North Dakota,06/06/24 23:24:29
David,Dog,Poodle,3,Red,Whiskers and Tails Sanctuary,Rodriguezbury,Arizona,06/06/24 23:49:28
Laurie,Cat,British Shorthair,3,Cream,Pawsitive Outcomes Rescue,North Timothy,Vermont,06/07/24 00:08:09
Lori,Cat,Ragdoll,10,Golden,Happy Paws Rescue,South Tracyport,Rhode Island,06/07/24 00:12:04
Diane,Dog,Dachshund,4,Striped,Whiskers and Tails Sanctuary,Tamarafurt,Connecticut,06/07/24 00:21:56
Shawn,Dog,German Shepherd,3,Cream,Furry Friends Haven,New Michael,Alabama,06/07/24 00:37:06
Kelly,Cat,Siamese,9,Black,Pet Haven Rescue,Ericfurt,Vermont,06/07/24 00:50:47
Elizabeth,Cat,Maine Coon,7,Striped,Furry Friends Haven,Toddside,New Jersey,06/07/24 01:23:33
Jennifer,Dog,German Shepherd,11,White,Loving Paws Rescue,South Brian,Arizona,06/07/24 02:13:54
Vanessa,Dog,Rottweiler,5,White,Fur-Ever Homes Shelter,Nguyenfurt,West Virginia,06/07/24 02:21:30
Holly,Dog,Bulldog,3,Red,Loving Paws Rescue,North Bonniefort,South Carolina,06/07/24 02:26:44
Leonard,Dog,Beagle,12,Golden,Furever Friends Sanctuary,Port Rebeccaside,Arkansas,06/07/24 02:36:15
Michael,Cat,Maine Coon,13,Blue,Faithful Friends Animal Shelter,Jeremyville,Louisiana,06/07/24 03:01:56
Amber,Cat,Persian,3,Cream,Faithful Friends Animal Shelter,Jeffreyburgh,Missouri,06/07/24 03:44:53
Garrett,Dog,Rottweiler,4,Brown,Rescue Me Animal Shelter,Evanport,Oregon,06/07/24 04:13:10
Sergio,Dog,Beagle,7,Blue,Furry Companions Shelter,South Jacob,Utah,06/07/24 04:23:54
Jessica,Dog,Boxer,9,Golden,Happy Paws Rescue,Jocelynshire,Vermont,06/07/24 04:29:31
Chelsea,Cat,Birman,13,White,Pawsitive Outcomes Rescue,Lake Patrickstad,Maine,06/07/24 04:37:23
Stacey,Dog,Beagle,15,Brown,Hopeful Hearts Animal Shelter,Lake Adam,Pennsylvania,06/07/24 04:51:16
Allen,Cat,Birman,10,Red,Four-Legged Friends Rescue,Lake Juliefurt,Nevada,06/07/24 05:27:04
Amy,Dog,Labrador Retriever,12,Spotted,Furry Friends Haven,Lake Ethan,Washington,06/07/24 05:40:16
Jessica,Cat,British Shorthair,6,Red,Furry Companions Shelter,North Shannon,Utah,06/07/24 06:09:05
Lisa,Dog,Poodle,13,Red,Loving Paws Rescue,South Donaldburgh,West Virginia,06/07/24 06:45:07
Kelly,Dog,Bulldog,12,Spotted,Wagging Tails Shelter,Westview,Michigan,06/07/24 07:20:30
William,Dog,German Shepherd,3,Gray,Loving Paws Rescue,South Joshua,Ohio,06/07/24 07:50:03
Matthew,Dog,Beagle,3,Black,Faithful Friends Animal Shelter,North Jason,Delaware,06/07/24 08:01:10
Kimberly,Cat,Scottish Fold,14,Golden,Loving Paws Rescue,North Walterborough,Tennessee,06/07/24 08:25:16
Sharon,Dog,Dachshund,6,Cream,Second Chance Animal Shelter,West Stevenberg,Utah,06/07/24 08:32:09
Melissa,Dog,Beagle,9,Spotted,Cuddle Buddies Rescue,North Joseport,North Dakota,06/07/24 08:55:03
Scott,Dog,Beagle,15,Striped,Barks and Meows Haven,Diazland,New Mexico,06/07/24 09:30:37
Joel,Cat,British Shorthair,10,Golden,Furry Companions Shelter,Williamsonstad,Alabama,06/07/24 09:45:15
Eric,Dog,Bulldog,2,Spotted,Second Chance Animal Shelter,Davisbury,Florida,06/07/24 09:56:38
Jason,Dog,Bulldog,15,Blue,Cuddle Buddies Rescue,Lake Thomas,Kansas,06/07/24 10:22:36
Linda,Cat,Maine Coon,9,Blue,Pawsitive Outcomes Rescue,Lopezhaven,Delaware,06/07/24 10:30:42
Joseph,Dog,Beagle,2,Brown,Barks and Meows Haven,Catherineside,North Carolina,06/07/24 10:38:28
Kathy,Cat,Oriental Shorthair,12,Blue,Faithful Friends Animal Shelter,Manninghaven,Arkansas,06/07/24 10:48:11
Robert,Dog,German Shepherd,7,White,Hopeful Hearts Animal Shelter,Mistyville,Minnesota,06/07/24 11:52:51
Patricia,Cat,Ragdoll,9,Spotted,Four-Legged Friends Rescue,Harperhaven,Mississippi,06/07/24 12:05:51
Michael,Dog,Beagle,7,Spotted,Paws and Claws Shelter,New Ian,Illinois,06/07/24 12:19:51
Kimberly,Cat,Birman,6,Blue,Furever Friends Sanctuary,New Christine,Virginia,06/07/24 12:21:58
Lisa,Dog,Rottweiler,6,Striped,Wagging Tails Shelter,Millerton,Nevada,06/07/24 12:26:12
Dylan,Dog,Rottweiler,14,Blue,Faithful Friends Animal Shelter,Patriciafurt,Oklahoma,06/07/24 12:28:23
Charlene,Cat,Persian,9,Brown,Happy Paws Rescue,Bradleymouth,Colorado,06/07/24 12:33:43
Jason,Cat,Oriental Shorthair,1,White,Paws and Claws Shelter,East Joseville,Texas,06/07/24 13:26:30
Julie,Cat,Scottish Fold,5,Spotted,Cuddle Buddies Rescue,Shelleyfort,West Virginia,06/07/24 13:27:45
Kimberly,Cat,Sphynx,7,Spotted,Paws and Claws Shelter,Murilloville,New Hampshire,06/07/24 13:31:55
Jeremy,Cat,Persian,10,Black,Furever Friends Sanctuary,Port Heather,Maryland,06/07/24 13:53:58
Samantha,Cat,Scottish Fold,14,Golden,Four-Legged Friends Rescue,South Timothyland,Florida,06/07/24 14:25:45
Mary,Dog,Boxer,3,Striped,Four-Legged Friends Rescue,Kristenmouth,Nevada,06/07/24 14:35:56
Veronica,Cat,Siamese,6,Red,Hopeful Hearts Animal Shelter,New Lisa,New Mexico,06/07/24 14:38:09
Melissa,Cat,Siamese,9,Cream,Paws and Claws Shelter,North Triciastad,Washington,06/07/24 15:03:46
Taylor,Dog,German Shepherd,15,Brown,Faithful Friends Animal Shelter,Blevinston,Colorado,06/07/24 15:42:43
Samuel,Dog,Bulldog,5,Red,Fur-Ever Homes Shelter,South Nicole,Louisiana,06/07/24 15:48:18
Anna,Cat,Abyssinian,15,Blue,Fur-Ever Homes Shelter,East Jenniferberg,Idaho,06/07/24 16:03:51
Allison,Dog,Golden Retriever,14,Brown,Safe Haven Animal Shelter,Port Amy,Pennsylvania,06/07/24 16:38:05
Lisa,Cat,Oriental Shorthair,1,Spotted,Cuddle Buddies Rescue,East Jennifer,Washington,06/07/24 16:41:46
Nicholas,Cat,Persian,9,Golden,Faithful Friends Animal Shelter,Paulahaven,California,06/07/24 16:45:03
Samantha,Cat,British Shorthair,13,Golden,Pawsitive Outcomes Rescue,Carrillobury,Delaware,06/07/24 16:53:32
Roy,Cat,Abyssinian,5,White,Barks and Meows Haven,Port Aaron,Wisconsin,06/07/24 16:54:54
Emily,Cat,Birman,10,Golden,Pawsitive Outcomes Rescue,Millerton,Minnesota,06/07/24 17:06:10
Wendy,Cat,Sphynx,3,Black,Loving Paws Rescue,Tammyshire,North Dakota,06/07/24 17:18:10
Nicole,Cat,Oriental Shorthair,3,Spotted,Barks and Meows Haven,Port Justin,Vermont,06/07/24 17:19:48
Kristen,Dog,Boxer,13,Spotted,Hopeful Hearts Animal Shelter,Port Miguel,North Carolina,06/07/24 17:19:56
Joanna,Cat,Siamese,5,Brown,Furry Friends Haven,Lake Matthewmouth,Virginia,06/07/24 17:21:13
Richard,Dog,Dachshund,8,Striped,Rescue Me Animal Shelter,Lisahaven,New York,06/07/24 18:00:53
Jason,Cat,Oriental Shorthair,11,Gray,Pawsitive Outcomes Rescue,Smithmouth,Indiana,06/07/24 18:27:41
Denise,Dog,German Shepherd,12,Black,Pawsitive Outcomes Rescue,Williamhaven,New York,06/07/24 18:34:01
Ronald,Cat,Persian,11,Black,Faithful Friends Animal Shelter,East Ashlee,Connecticut,06/07/24 18:47:53
Tammy,Cat,Abyssinian,8,Gray,Faithful Friends Animal Shelter,Kimberlyfurt,Utah,06/07/24 19:42:42
Julia,Dog,Poodle,5,Blue,Fur-Ever Homes Shelter,East Barbara,Kentucky,06/07/24 19:49:33
Aaron,Dog,Beagle,5,Spotted,Safe Haven Animal Shelter,Lake Christina,South Carolina,06/07/24 19:50:31
Michelle,Dog,Bulldog,2,Golden,Furry Friends Haven,Martinview,North Carolina,06/07/24 19:51:04
Krystal,Cat,British Shorthair,8,White,Rescue Me Animal Shelter,New Josemouth,Florida,06/07/24 20:01:02
Kiara,Dog,Dachshund,1,Gray,Rescue Me Animal Shelter,Woodardton,Maine,06/07/24 20:03:17
Brenda,Dog,Boxer,15,Black,Furry Friends Haven,Mistyfurt,Colorado,06/07/24 20:47:08
Tammy,Cat,Siamese,14,Cream,Faithful Friends Animal Shelter,Simpsonville,Hawaii,06/07/24 21:19:07
Andrew,Cat,Ragdoll,3,Red,Pawsitive Outcomes Rescue,Sheribury,Delaware,06/07/24 22:07:25
Bethany,Cat,Persian,5,Spotted,Safe Haven Animal Shelter,Port Angela,Pennsylvania,06/07/24 22:11:41
Ryan,Dog,Beagle,6,Striped,Four-Legged Friends Rescue,Sarahland,Montana,06/07/24 22:13:57
Brittany,Dog,Labrador Retriever,15,Black,Happy Paws Rescue,Smithchester,Utah,06/07/24 22:19:19
Jeffrey,Dog,Labrador Retriever,1,Golden,Wagging Tails Shelter,Lloydborough,Virginia,06/07/24 22:32:50
Ryan,Cat,Maine Coon,2,Striped,Wagging Tails Shelter,New James,Connecticut,06/07/24 22:55:51
Michael,Cat,Oriental Shorthair,13,Black,Furry Friends Haven,South Louisborough,Maine,06/07/24 23:12:42
Andrew,Cat,Persian,10,Blue,Four-Legged Friends Rescue,Reynoldsmouth,Illinois,06/07/24 23:41:38
Jonathon,Dog,Poodle,6,Black,Wagging Tails Shelter,Lake Markton,Virginia,06/07/24 23:42:59
Lynn,Cat,Scottish Fold,14,Golden,Four-Legged Friends Rescue,Territown,Missouri,06/08/24 00:16:47
Randy,Cat,Birman,4,Striped,Four-Legged Friends Rescue,New Lisaberg,South Dakota,06/08/24 01:30:48
Jared,Dog,Poodle,1,Cream,Cuddle Buddies Rescue,Jacksonburgh,South Dakota,06/08/24 01:39:04
Crystal,Cat,Persian,13,Cream,Wagging Tails Shelter,North Wendyshire,Maine,06/08/24 01:43:05
Daniel,Dog,Golden Retriever,7,Striped,Pet Haven Rescue,East Nathanmouth,Oregon,06/08/24 02:08:22
Stephanie,Dog,Poodle,9,Golden,Whiskers and Tails Sanctuary,Evansmouth,Georgia,06/08/24 02:26:26
Joseph,Cat,Sphynx,1,White,Furry Companions Shelter,West Ashley,Georgia,06/08/24 02:34:42
Laura,Dog,Boxer,12,Black,Furever Friends Sanctuary,Millerville,North Dakota,06/08/24 02:36:21
Samantha,Dog,Bulldog,6,Black,Second Chance Animal Shelter,Marcusshire,Louisiana,06/08/24 02:56:24
Duane,Dog,Beagle,13,Striped,Second Chance Animal Shelter,West Chadfurt,Pennsylvania,06/08/24 03:53:54
Tonya,Cat,Scottish Fold,1,Blue,Pawsitive Outcomes Rescue,Josephside,Wisconsin,06/08/24 04:17:39
Anthony,Dog,Bulldog,4,Red,Second Chance Animal Shelter,Shannonton,Oklahoma,06/08/24 04:59:33
Michael,Cat,Persian,8,Blue,Loving Paws Rescue,Vanceberg,California,06/08/24 05:37:44
Lauren,Cat,Abyssinian,2,Brown,Pet Haven Rescue,Christopherview,Georgia,06/08/24 05:58:39
Sharon,Dog,Bulldog,10,Spotted,Pawsitive Outcomes Rescue,Bobbyport,Arkansas,06/08/24 06:07:14
James,Dog,Labrador Retriever,3,Black,Paws and Claws Shelter,Solomonfort,South Carolina,06/08/24 07:24:34
Ashley,Cat,British Shorthair,12,Black,Faithful Friends Animal Shelter,Allentown,Arkansas,06/08/24 08:13:44
Betty,Dog,Poodle,5,Gray,Furry Friends Haven,North Jo,Louisiana,06/08/24 08:21:46
William,Cat,Scottish Fold,11,White,Fur-Ever Homes Shelter,Stephaniefort,Idaho,06/08/24 08:33:41
Jeremiah,Cat,Birman,11,Striped,Barks and Meows Haven,Lake Sherry,Rhode Island,06/08/24 08:57:24
Nicole,Dog,Boxer,5,Spotted,Wagging Tails Shelter,New Sean,Nebraska,06/08/24 09:04:59
Devon,Cat,Birman,15,Blue,Furry Friends Haven,Hansenberg,Vermont,06/08/24 09:42:21
Russell,Cat,Maine Coon,13,White,Furever Friends Sanctuary,East Nicholasfurt,Idaho,06/08/24 09:44:09
Keith,Dog,Beagle,3,Blue,Second Chance Animal Shelter,North Eric,Arkansas,06/08/24 10:50:37
Ashley,Cat,Oriental Shorthair,7,Golden,Second Chance Animal Shelter,New Angelaton,Idaho,06/08/24 10:52:45
Carl,Cat,Abyssinian,2,Blue,Loving Paws Rescue,East Danielle,Georgia,06/08/24 11:02:07
Herbert,Cat,Sphynx,14,Striped,Barks and Meows Haven,Port Sandrashire,California,06/08/24 11:05:31
Meagan,Dog,Labrador Retriever,13,White,Pawsitive Outcomes Rescue,Jonesmouth,Maryland,06/08/24 11:17:43
James,Cat,Scottish Fold,15,Striped,Whiskers and Tails Sanctuary,Cheyennebury,New York,06/08/24 11:26:42
Mark,Cat,Maine Coon,14,Black,Hopeful Hearts Animal Shelter,Erikamouth,Louisiana,06/08/24 11:40:25
Scott,Cat,British Shorthair,2,Cream,Happy Paws Rescue,Josephshire,Vermont,06/08/24 11:40:46
Gary,Cat,Birman,2,White,Paws and Claws Shelter,Susanstad,Arizona,06/08/24 11:55:59
Shawn,Dog,Poodle,5,Gray,Rescue Me Animal Shelter,Gilbertborough,Minnesota,06/08/24 12:08:34
Allison,Cat,Scottish Fold,10,White,Fur-Ever Homes Shelter,Santosport,Alaska,06/08/24 12:12:03
Zachary,Cat,Ragdoll,5,Red,Hopeful Hearts Animal Shelter,South Joanne,Mississippi,06/08/24 12:52:24
Jeremy,Dog,Bulldog,14,Blue,Pawsitive Outcomes Rescue,Cynthiaville,West Virginia,06/08/24 12:57:08
Allen,Dog,Rottweiler,3,Spotted,Rescue Me Animal Shelter,New Derrick,Wisconsin,06/08/24 13:14:29
Sheila,Cat,Scottish Fold,13,Striped,Barks and Meows Haven,Amyville,New Jersey,06/08/24 13:29:06
Tasha,Cat,Oriental Shorthair,12,Golden,Barks and Meows Haven,Davidsonport,Nevada,06/08/24 13:33:12
Paula,Cat,Sphynx,3,Spotted,Fur-Ever Homes Shelter,New John,Hawaii,06/08/24 13:43:46
Margaret,Cat,Abyssinian,11,Striped,Furry Friends Haven,Williamston,Rhode Island,06/08/24 13:51:18
Regina,Dog,German Shepherd,11,Gray,Rescue Me Animal Shelter,Lake Trevor,North Carolina,06/08/24 14:01:09
Taylor,Cat,Maine Coon,1,Golden,Rescue Me Animal Shelter,South Sandrachester,Georgia,06/08/24 14:58:35
Gary,Cat,Oriental Shorthair,2,Striped,Pawsitive Outcomes Rescue,East John,Michigan,06/08/24 15:21:41
Gail,Dog,Boxer,1,Golden,Pawsitive Outcomes Rescue,Cookland,Washington,06/08/24 15:43:17
Danielle,Cat,Maine Coon,1,White,Rescue Me Animal Shelter,Jonathanborough,North Carolina,06/08/24 15:54:35
Benjamin,Dog,Bulldog,6,Brown,Whiskers and Tails Sanctuary,East Samanthaport,Washington,06/08/24 16:01:31
Kelly,Cat,Siamese,10,White,Whiskers and Tails Sanctuary,West Dawn,Louisiana,06/08/24 16:19:14
David,Cat,Scottish Fold,1,Black,Furry Friends Haven,Evansshire,Connecticut,06/08/24 17:15:59
Todd,Dog,Bulldog,2,White,Paws and Claws Shelter,West Mathew,Florida,06/08/24 17:28:05
Alyssa,Cat,Sphynx,11,Brown,Happy Paws Rescue,New Samanthaberg,Ohio,06/08/24 17:29:20
Kurt,Dog,Boxer,6,Cream,Cuddle Buddies Rescue,North David,Hawaii,06/08/24 17:54:45
Lindsay,Cat,British Shorthair,15,White,Pet Haven Rescue,Jacquelinetown,Wisconsin,06/08/24 18:17:34
Michael,Dog,Labrador Retriever,9,Red,Paws and Claws Shelter,Stephanieport,Maryland,06/08/24 18:45:36
Jeffrey,Cat,Ragdoll,9,Cream,Paws and Claws Shelter,North Raymond,South Carolina,06/08/24 18:46:21
Jill,Cat,Scottish Fold,10,Striped,Furry Friends Haven,Alvaradoburgh,Maine,06/08/24 19:11:16
Donald,Cat,Ragdoll,7,Spotted,Paws and Claws Shelter,Lake Christopherchester,Washington,06/08/24 19:41:48
Jonathan,Dog,Yorkshire Terrier,11,Red,Pet Haven Rescue,Davidstad,Illinois,06/08/24 19:46:58
Travis,Dog,Labrador Retriever,8,Brown,Loving Paws Rescue,Parkerville,Rhode Island,06/08/24 19:55:14
Lisa,Dog,German Shepherd,13,Golden,Four-Legged Friends Rescue,Port Christina,New York,06/08/24 19:58:25
Raymond,Cat,Oriental Shorthair,6,Striped,Paws and Claws Shelter,Weeksport,North Carolina,06/08/24 21:37:28
Jessica,Dog,Golden Retriever,5,Golden,Animal Haven Rescue,Russellbury,Oklahoma,06/08/24 22:16:03
David,Cat,Persian,7,Black,Happy Paws Rescue,Hooperborough,South Dakota,06/08/24 23:12:33
Daniel,Dog,Beagle,8,Blue,Happy Paws Rescue,Lake Melanieburgh,Wyoming,06/08/24 23:20:38
Peter,Cat,Abyssinian,13,Golden,Faithful Friends Animal Shelter,Antoniotown,Alabama,06/08/24 23:22:28
Christopher,Dog,Yorkshire Terrier,9,Red,Fur-Ever Homes Shelter,Sarahshire,Colorado,06/08/24 23:24:34
Anthony,Cat,Sphynx,13,Brown,Furever Friends Sanctuary,Gouldfort,New York,06/08/24 23:26:38
Warren,Dog,Yorkshire Terrier,5,Red,Fur-Ever Homes Shelter,West Angelaport,Kentucky,06/09/24 00:14:44
Justin,Dog,Beagle,12,Striped,Rescue Me Animal Shelter,Pattonside,Vermont,06/09/24 00:28:05
